station_id,complex_id,gtfs_stop_id,division,line,station_name,borough_name,daytime_routes,structure,north_direction_label,south_direction_label,station_lat,station_lon
419,419,206,IRT,Lenox - White Plains Rd,225 St,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.888022,-73.860341
420,420,207,IRT,Lenox - White Plains Rd,219 St,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.883895,-73.862633
421,421,208,IRT,Lenox - White Plains Rd,Gun Hill Rd,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.87785,-73.866256
422,422,209,IRT,Lenox - White Plains Rd,Burke Av,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.871356,-73.867164
423,423,210,IRT,Lenox - White Plains Rd,Allerton Av,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.865462,-73.867352
424,424,211,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.857192,-73.867615
425,425,212,IRT,Lenox - White Plains Rd,Bronx Park East,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.848828,-73.868457
426,426,213,IRT,Lenox - White Plains Rd,E 180 St,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.841894,-73.873488
427,427,214,IRT,Lenox - White Plains Rd,West Farms Sq - E Tremont Av,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.840295,-73.880049
428,428,215,IRT,Lenox - White Plains Rd,174 St,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.837288,-73.887734
429,429,216,IRT,Lenox - White Plains Rd,Freeman St,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.829993,-73.891865
430,430,217,IRT,Lenox - White Plains Rd,Simpson St,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.824073,-73.893064
431,431,218,IRT,Lenox - White Plains Rd,Intervale Av,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.822181,-73.896736
432,432,219,IRT,Lenox - White Plains Rd,Prospect Av,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.819585,-73.90177
433,433,220,IRT,Lenox - White Plains Rd,Jackson Av,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.81649,-73.907807
434,434,221,IRT,Lenox - White Plains Rd,3 Av - 149 St,Bronx,2 5,Subway,Wakefield - Eastchester,Manhattan,40.816109,-73.917757
435,603,222,IRT,Lenox - White Plains Rd,149 St - Grand Concourse,Bronx,2 5,Subway,Wakefield - Eastchester,Manhattan,40.81841,-73.926718
436,436,301,IRT,Lenox - White Plains Rd,Harlem - 148 St,Manhattan,3,Subway,,Downtown & Brooklyn,40.82388,-73.93647
437,437,302,IRT,Lenox - White Plains Rd,145 St,Manhattan,3,Subway,148 St,Downtown & Brooklyn,40.820421,-73.936245
438,438,224,IRT,Lenox - White Plains Rd,135 St,Manhattan,2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.814229,-73.94077
439,439,225,IRT,Lenox - White Plains Rd,125 St,Manhattan,2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.807754,-73.945495
440,440,226,IRT,Lenox - White Plains Rd,116 St,Manhattan,2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.802098,-73.949625
441,441,227,IRT,Lenox - White Plains Rd,Central Park North (110 St),Manhattan,2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.799075,-73.951822
442,442,501,IRT,Dyre Av,Eastchester - Dyre Av,Bronx,5,At Grade,,Manhattan,40.8883,-73.830834
443,443,502,IRT,Dyre Av,Baychester Av,Bronx,5,Open Cut,Eastchester - Dyre Av,Manhattan,40.878663,-73.838591
444,444,503,IRT,Dyre Av,Gun Hill Rd,Bronx,5,Open Cut,Eastchester - Dyre Av,Manhattan,40.869526,-73.846384
445,445,504,IRT,Dyre Av,Pelham Pkwy,Bronx,5,Open Cut,Eastchester - Dyre Av,Manhattan,40.858985,-73.855359
446,446,505,IRT,Dyre Av,Morris Park,Bronx,5,Open Cut,Eastchester - Dyre Av,Manhattan,40.854364,-73.860495
447,447,701,IRT,Flushing,Flushing - Main St,Queens,7,Subway,,Manhattan,40.7596,-73.83003
448,448,702,IRT,Flushing,Mets - Willets Point,Queens,7,Elevated,Flushing,Manhattan,40.754622,-73.845625
449,449,705,IRT,Flushing,111 St,Queens,7,Elevated,Flushing,Manhattan,40.75173,-73.855334
450,450,706,IRT,Flushing,103 St - Corona Plaza,Queens,7,Elevated,Flushing,Manhattan,40.749865,-73.8627
451,451,707,IRT,Flushing,Junction Blvd,Queens,7,Elevated,Flushing,Manhattan,40.749145,-73.869527
452,452,708,IRT,Flushing,90 St - Elmhurst Av,Queens,7,Elevated,Flushing,Manhattan,40.748408,-73.876613
453,453,709,IRT,Flushing,82 St - Jackson Hts,Queens,7,Elevated,Flushing,Manhattan,40.747659,-73.883697
454,616,710,IRT,Flushing,74 St - Broadway,Queens,7,Elevated,Flushing,Manhattan,40.746848,-73.891394
455,455,711,IRT,Flushing,69 St,Queens,7,Elevated,Flushing,Manhattan,40.746325,-73.896403
456,456,712,IRT,Flushing,Woodside - 61 St,Queens,7,Elevated,Flushing,Manhattan,40.74563,-73.902984
457,457,713,IRT,Flushing,52 St,Queens,7,Elevated,Flushing,Manhattan,40.744149,-73.912549
458,458,714,IRT,Flushing,46 St,Queens,7,Elevated,Flushing,Manhattan,40.743132,-73.918435
459,459,715,IRT,Flushing,40 St,Queens,7,Elevated,Flushing,Manhattan,40.743781,-73.924016
460,460,716,IRT,Flushing,33 St,Queens,7,Elevated,Flushing,Manhattan,40.744587,-73.930997
461,461,R09,BMT,Astoria,Queensboro Plaza,Queens,N W,Elevated,Astoria - Flushing,Manhattan,40.750582,-73.940202
461,461,718,IRT,Flushing,Queensboro Plaza,Queens,7,Elevated,Astoria - Flushing,Manhattan,40.750582,-73.940202
462,606,719,IRT,Flushing,Court Sq,Queens,7,Elevated,Flushing,Manhattan,40.747023,-73.945264
463,463,720,IRT,Flushing,Hunters Point Av,Queens,7,Subway,Flushing,Manhattan,40.742216,-73.948916
464,464,721,IRT,Flushing,Vernon Blvd - Jackson Av,Queens,7,Subway,Flushing,Manhattan,40.742626,-73.953581
465,610,723,IRT,Flushing,Grand Central - 42 St,Manhattan,7,Subway,Queens,34 St - Hudson Yards,40.751431,-73.976041
466,609,724,IRT,Flushing,5 Av,Manhattan,7,Subway,Queens,34 St - Hudson Yards,40.753821,-73.981963
467,611,725,IRT,Flushing,Times Sq - 42 St,Manhattan,7,Subway,Queens,34 St - Hudson Yards,40.755477,-73.987691
468,611,902,IRT,Lexington - Shuttle,Times Sq - 42 St,Manhattan,S,Subway,,Grand Central,40.755983,-73.986229
469,610,901,IRT,Lexington - Shuttle,Grand Central - 42 St,Manhattan,S,Subway,Times Sq,,40.752769,-73.979189
471,471,726,IRT,Flushing,34 St - 11 Av,Manhattan,7,Subway,Queens,,40.755882,-74.00191
475,475,Q05,IND,Second Av,96 St,Manhattan,Q,Subway,,Downtown & Brooklyn,40.784318,-73.947152
476,476,Q04,IND,Second Av,86 St,Manhattan,Q,Subway,Uptown,Downtown & Brooklyn,40.777891,-73.951787
477,477,Q03,IND,Second Av,72 St,Manhattan,Q,Subway,Uptown,Downtown & Brooklyn,40.768799,-73.958424
501,501,S31,SIR,Staten Island,St George,Staten Island,SIR,Open Cut,,Tottenville,40.643748,-74.073643
502,502,S30,SIR,Staten Island,Tompkinsville,Staten Island,SIR,At Grade,St George,Tottenville,40.636949,-74.074835
503,503,S29,SIR,Staten Island,Stapleton,Staten Island,SIR,Elevated,St George,Tottenville,40.627915,-74.075162
504,504,S28,SIR,Staten Island,Clifton,Staten Island,SIR,Elevated,St George,Tottenville,40.621319,-74.071402
505,505,S27,SIR,Staten Island,Grasmere,Staten Island,SIR,Open Cut,St George,Tottenville,40.603117,-74.084087
506,506,S26,SIR,Staten Island,Old Town,Staten Island,SIR,Embankment,St George,Tottenville,40.596612,-74.087368
507,507,S25,SIR,Staten Island,Dongan Hills,Staten Island,SIR,Embankment,St George,Tottenville,40.588849,-74.09609
508,508,S24,SIR,Staten Island,Jefferson Av,Staten Island,SIR,Embankment,St George,Tottenville,40.583591,-74.103338
509,509,S23,SIR,Staten Island,Grant City,Staten Island,SIR,Open Cut,St George,Tottenville,40.578965,-74.109704
510,510,S22,SIR,Staten Island,New Dorp,Staten Island,SIR,Open Cut,St George,Tottenville,40.57348,-74.11721
511,511,S21,SIR,Staten Island,Oakwood Heights,Staten Island,SIR,Open Cut,St George,Tottenville,40.56511,-74.12632
512,512,S20,SIR,Staten Island,Bay Terrace,Staten Island,SIR,Embankment,St George,Tottenville,40.5564,-74.136907
513,513,S19,SIR,Staten Island,Great Kills,Staten Island,SIR,Open Cut,St George,Tottenville,40.551231,-74.151399
514,514,S18,SIR,Staten Island,Eltingville,Staten Island,SIR,Embankment,St George,Tottenville,40.544601,-74.16457
515,515,S17,SIR,Staten Island,Annadale,Staten Island,SIR,Open Cut,St George,Tottenville,40.54046,-74.178217
516,516,S16,SIR,Staten Island,Huguenot,Staten Island,SIR,Open Cut,St George,Tottenville,40.533674,-74.191794
517,517,S15,SIR,Staten Island,Prince's Bay,Staten Island,SIR,Open Cut,St George,Tottenville,40.525507,-74.200064
518,518,S14,SIR,Staten Island,Pleasant Plains,Staten Island,SIR,Embankment,St George,Tottenville,40.52241,-74.217847
519,519,S13,SIR,Staten Island,Richmond Valley,Staten Island,SIR,Open Cut,St George,Tottenville,40.519631,-74.229141
522,522,S09,SIR,Staten Island,Tottenville,Staten Island,SIR,At Grade,St George,,40.512764,-74.251961
523,523,S11,SIR,Staten Island,Arthur Kill,Staten Island,SIR,At Grade,St George,Tottenville,40.516578,-74.242096
